Date,Open,High,Low,Close,Returns%
2000-01-31,146.0,157.0,132.0,136.05,-6.815068493150677
2000-02-29,131.0,143.85,100.0,101.1,-22.824427480916032
2000-03-31,102.6,105.0,69.0,89.9,-12.378167641325525
2000-04-30,91.0,91.75,69.0,69.95,-23.131868131868128
2000-05-31,69.5,76.1,57.75,73.95,6.40287769784173
2000-06-30,72.0,73.9,64.2,66.4,-7.77777777777777
2000-07-31,69.7,75.0,58.8,58.95,-15.423242467718794
2000-08-31,59.0,61.85,48.5,60.1,1.8644067796610193
2000-09-30,60.0,60.9,50.35,51.0,-15.0
2000-10-31,49.65,54.0,46.75,51.85,4.431017119838878
2000-11-30,52.1,67.0,50.5,62.5,19.961612284069094
2000-12-31,61.75,74.85,54.0,60.75,-1.6194331983805668
2001-01-31,60.9,79.9,60.1,69.9,14.77832512315272
2001-02-28,68.5,86.25,66.0,68.1,-0.5839416058394243
2001-03-31,69.8,71.7,40.5,41.3,-40.83094555873926
2001-04-30,40.25,46.9,38.05,41.3,2.608695652173906
2001-05-31,42.5,62.95,39.75,58.0,36.470588235294116
2001-06-30,58.9,61.4,42.3,42.8,-27.334465195246185
2001-07-31,44.0,45.25,36.55,37.95,-13.749999999999995
2001-08-31,38.0,38.0,32.0,33.6,-11.57894736842105
2001-09-30,34.0,36.5,27.0,29.45,-13.382352941176473
2001-10-31,29.25,35.4,27.55,32.15,9.914529914529911
2001-11-30,31.55,44.5,31.55,38.55,22.18700475435815
2001-12-31,38.8,46.9,33.25,37.1,-4.381443298969062
2002-01-31,39.0,39.0,34.0,34.3,-12.051282051282058
2002-02-28,38.0,57.6,36.2,47.45,24.868421052631586
2002-03-31,41.1,57.4,41.1,51.55,25.425790754257896
2002-04-30,53.0,72.7,51.35,68.1,28.49056603773584
2002-05-31,69.5,69.5,50.05,59.25,-14.748201438848922
2002-06-30,60.05,87.75,57.85,78.1,30.05828476269775
2002-07-31,79.0,89.85,54.05,69.3,-12.278481012658231
2002-08-31,67.9,72.9,60.5,66.6,-1.9145802650957455
2002-09-30,68.0,69.5,55.3,57.05,-16.10294117647059
2002-10-31,57.65,61.55,51.1,55.95,-2.948829141370331
2002-11-30,57.25,78.0,57.25,77.3,35.021834061135365
2002-12-31,80.0,86.1,71.0,78.15,-2.312499999999993
2003-01-31,78.25,80.0,59.0,63.75,-18.53035143769968
2003-02-28,63.75,66.8,58.1,59.35,-6.901960784313724
2003-03-31,60.4,62.9,50.4,50.7,-16.059602649006614
2003-04-30,53.7,62.9,50.8,56.75,5.679702048417127
2003-05-31,56.55,69.25,52.0,66.25,17.15296198054819
2003-06-30,67.0,72.45,63.75,67.35,0.522388059701484
2003-07-31,66.5,76.5,63.0,66.6,0.1503759398496155
2003-08-31,66.75,83.6,64.55,77.55,16.179775280898873
2003-09-30,78.0,86.4,68.75,77.7,-0.384615384615381
2003-10-31,78.5,120.45,78.5,118.7,51.21019108280255
2003-11-30,120.5,123.6,105.0,112.95,-6.265560165975102
2003-12-31,114.0,143.9,114.0,129.7,13.771929824561393
2004-01-31,130.55,137.7,108.55,113.15,-13.328226733052473
2004-02-29,115.0,127.7,94.0,120.6,4.869565217391299
2004-03-31,121.5,125.3,96.5,106.05,-12.71604938271605
2004-04-30,107.9,121.9,106.25,109.55,1.5291936978683887
2004-05-31,109.0,117.8,81.0,89.75,-17.660550458715598
2004-06-30,91.2,109.5,86.5,106.9,17.214912280701757
2004-07-31,107.25,121.5,92.55,110.7,3.2167832167832193
2004-08-31,111.0,154.45,109.4,147.05,32.477477477477485
2004-09-30,146.5,148.5,135.1,141.3,-3.549488054607501
2004-10-31,142.75,177.5,139.6,170.4,19.369527145359022
2004-11-30,171.95,188.3,163.75,174.7,1.5993021227100903
2004-12-31,176.5,190.9,165.0,187.1,6.005665722379601
2005-01-31,188.0,198.8,156.0,178.55,-5.026595744680845
2005-02-28,183.0,239.5,172.5,207.5,13.387978142076502
2005-03-31,207.0,275.7,202.0,231.7,11.93236714975845
2005-04-30,233.6,278.85,217.4,243.85,4.387842465753425
2005-05-31,246.95,309.9,232.1,301.15,21.94776270500101
2005-06-30,301.95,385.9,301.0,378.9,25.48435171385991
2005-07-31,382.45,572.0,377.5,487.85,27.55915805987712
2005-08-31,489.0,548.3,445.05,495.55,1.339468302658489
2005-09-30,425.55,544.9,425.55,489.35,14.992362824579956
