Date,Open,High,Low,Close,Returns%
2000-01-31,683.0,815.0,578.0,649.65,-4.882869692532946
2000-02-29,648.0,689.0,465.0,540.0,-16.666666666666668
2000-03-31,559.75,583.2,370.0,409.0,-26.931665922286737
2000-04-30,400.0,432.4,331.3,349.0,-12.75
2000-05-31,350.0,355.0,258.85,326.3,-6.771428571428569
2000-06-30,317.75,330.0,260.0,274.85,-13.501180173092047
2000-07-31,260.0,298.95,239.0,253.5,-2.5
2000-08-31,264.0,270.0,217.0,225.0,-14.772727272727273
2000-09-30,230.0,260.15,198.0,200.0,-13.043478260869565
2000-10-31,205.0,205.0,161.0,182.0,-11.21951219512195
2000-11-30,182.0,206.0,175.0,190.0,4.395604395604396
2000-12-31,191.55,233.75,175.0,188.45,-1.6183764030279417
2001-01-31,189.0,202.0,166.0,175.75,-7.01058201058201
2001-02-28,176.95,213.0,155.3,164.8,-6.866346425543926
2001-03-31,173.9,173.9,122.0,129.3,-25.64692351926394
2001-04-30,122.0,128.45,103.0,114.5,-6.147540983606557
2001-05-31,120.0,148.0,110.0,138.55,15.458333333333343
2001-06-30,136.0,142.0,98.0,103.4,-23.970588235294116
2001-07-31,102.55,110.0,99.0,105.0,2.389078498293518
2001-08-31,104.6,114.0,102.1,110.25,5.401529636711286
2001-09-30,118.0,128.4,85.05,103.3,-12.45762711864407
2001-10-31,106.9,125.0,103.0,117.7,10.102899906454628
2001-11-30,118.05,141.0,118.05,129.65,9.826344769165615
2001-12-31,134.8,142.0,105.1,130.0,-3.5608308605341326
2002-01-31,126.2,292.0,126.2,240.75,90.76862123613311
2002-02-28,249.95,289.0,203.0,259.0,3.6207241448289706
2002-03-31,255.0,342.0,245.1,316.75,24.215686274509803
2002-04-30,320.0,400.0,310.6,351.4,9.812499999999993
2002-05-31,360.0,360.0,275.0,314.35,-12.68055555555555
2002-06-30,317.9,340.0,300.0,309.65,-2.595155709342561
2002-07-31,315.0,345.0,256.0,264.65,-15.98412698412699
2002-08-31,270.0,308.9,261.05,294.0,8.88888888888889
2002-09-30,295.0,299.9,263.0,270.0,-8.474576271186441
2002-10-31,265.05,300.0,262.0,276.05,4.15016034710432
2002-11-30,292.0,295.0,270.35,281.9,-3.458904109589049
2002-12-31,282.55,299.0,278.1,288.5,2.1058219784108965
2003-01-31,287.0,305.0,265.0,265.0,-7.665505226480836
2003-02-28,265.05,275.7,260.0,265.0,-0.018864365214114834
2003-03-31,265.0,268.0,240.0,253.6,-4.301886792452832
2003-04-30,250.0,285.0,239.0,265.0,6.0
2003-05-31,270.5,290.0,259.0,282.2,4.325323475046207
2003-06-30,285.0,320.0,275.0,314.6,10.38596491228071
2003-07-31,319.0,368.0,306.05,362.8,13.730407523510975
2003-08-31,353.5,400.05,347.0,385.8,9.13719943422914
2003-09-30,385.0,416.0,380.0,415.0,7.792207792207792
2003-10-31,415.25,470.0,400.0,440.4,6.0565924142083025
2003-11-30,440.0,490.0,421.0,450.15,2.3068181818181768
2003-12-31,440.0,551.0,437.0,548.8,24.72727272727272
2004-01-31,550.0,560.0,500.0,530.0,-3.6363636363636362
2004-02-29,525.0,561.0,495.0,545.0,3.8095238095238093
2004-03-31,540.0,555.0,465.05,495.0,-8.333333333333334
2004-04-30,480.0,500.0,460.0,475.8,-0.8749999999999977
2004-05-31,480.0,495.0,396.0,415.0,-13.541666666666666
2004-06-30,405.05,430.0,363.05,381.0,-5.93753857548451
2004-07-31,390.0,414.95,358.0,401.1,2.846153846153852
2004-08-31,395.0,445.0,391.15,404.2,2.3291139240506302
2004-09-30,407.25,435.0,406.1,429.5,5.463474524248005
2004-10-31,430.0,510.0,429.0,441.85,2.7558139534883774
2004-11-30,450.0,580.0,450.0,544.2,20.93333333333334
2004-12-31,538.0,598.0,505.0,586.65,9.042750929368026
2005-01-31,585.0,620.0,502.75,550.85,-5.837606837606834
2005-02-28,549.0,705.0,533.0,665.0,21.129326047358834
2005-03-31,668.0,701.0,605.2,687.85,2.9715568862275483
2005-04-30,677.15,853.0,670.1,806.95,19.168574171158543
2005-05-31,825.0,1000.0,774.4,910.25,10.333333333333334
2005-06-30,920.0,1200.0,880.0,1037.1,12.728260869565208
2005-07-31,1025.0,1149.0,976.1,1052.85,2.7170731707316986
2005-08-31,1048.95,1115.8,987.0,1051.2,0.2145002145002145
2005-09-30,1070.0,1350.0,1050.0,1240.5,15.934579439252337
2005-10-31,1202.2,1385.0,1190.0,1335.3,11.071369156546323
2005-11-30,1375.0,1700.0,1328.0,1540.55,12.039999999999997
2005-12-31,1549.0,1600.05,1480.0,1531.75,-1.1136216914138153
2006-01-31,1550.0,1570.0,1425.85,1529.55,-1.3193548387096803
2006-02-28,1532.0,1660.0,1478.0,1650.35,7.725195822454302
2006-03-31,1674.0,1914.95,1611.0,1737.6,3.7992831541218584
2006-04-30,1769.0,2088.0,1610.1,1840.65,4.050310910118716
2006-05-31,1846.0,1995.0,1475.0,1589.1,-13.916576381365118
2006-06-30,1590.0,1590.0,1054.95,1400.55,-11.915094339622645
2006-07-31,1454.0,1689.95,1376.0,1545.0,6.2585969738652
2006-08-31,1531.0,1795.0,1530.0,1635.3,6.812540822991506
2006-09-30,1656.0,1733.0,1555.7,1676.05,1.2107487922705287
2006-10-31,1676.05,2445.5,1675.0,2308.15,37.71367202649087
2006-11-30,2370.0,2397.0,2126.25,2179.1,-8.054852320675108
2006-12-31,2205.0,2499.0,2080.0,2252.05,2.1337868480725706
2007-01-31,2300.0,3410.0,2210.0,2956.75,28.554347826086957
2007-02-28,3015.0,3240.0,2732.0,2779.0,-7.827529021558872
2007-03-31,2849.0,2870.0,2020.0,2674.7,-6.117936117936124
2007-04-30,2611.0,3175.0,2415.0,3053.25,16.937954806587513
2007-05-31,3144.0,3340.0,3009.0,3201.05,1.814567430025451
2007-06-30,3190.0,4153.15,3020.1,3889.9,21.940438871473358
2007-07-31,3969.0,4269.75,3800.0,3859.05,-2.7702191987906226
2007-08-31,3935.0,4062.95,3493.0,3674.3,-6.625158831003807
2007-09-30,3727.0,3874.0,3499.95,3638.65,-2.3705393077542234
2007-10-31,3570.0,3750.0,2805.0,3275.6,-8.246498599439779
2007-11-30,3390.0,3426.0,3050.0,3416.45,0.7802359882005846
2007-12-31,3400.0,3750.0,3207.0,3686.55,8.427941176470593
2008-01-31,3655.0,4000.0,2687.0,3747.0,2.5170998632010946
2008-02-29,3710.0,4045.4,3100.0,3781.1,1.9164420485175178
2008-03-31,3401.0,3500.0,3050.0,3342.1,-1.7318435754189971
2008-04-30,3340.0,3850.0,3085.0,3772.2,12.940119760479037
2008-05-31,3787.0,3945.0,3531.2,3752.7,-0.9057301293900233
2008-06-30,3650.0,3900.0,3303.1,3682.8,0.8986301369863063
2008-07-31,3720.0,3800.0,3245.0,3631.0,-2.39247311827957
2008-08-31,3642.0,3790.0,3490.0,3676.95,0.9596375617792372
2008-09-30,3700.0,3700.0,2888.85,3478.0,-6.0
2008-10-31,3400.0,3460.05,2050.0,2529.7,-25.597058823529416
2008-11-30,2600.0,2800.0,2151.0,2280.4,-12.29230769230769
2008-12-31,2285.0,2500.0,1842.0,2454.5,7.4179431072210065
2009-01-31,2480.0,2580.0,2105.0,2348.15,-5.3165322580645125
2009-02-28,2349.0,2450.0,2235.0,2258.15,-3.8676032354193235
2009-03-31,2294.9,2775.0,2052.0,2702.05,17.74151379145061
2009-04-30,2700.0,3170.0,2700.0,3012.65,11.579629629629633
2009-05-31,3005.0,3400.0,2466.85,3029.85,0.8269550748752049
2009-06-30,3040.5,3650.0,3011.0,3433.7,12.932083538891625
2009-07-31,3499.0,4399.0,3202.0,4163.2,18.98256644755644
2009-08-31,4224.0,4600.0,3635.0,3783.4,-10.430871212121211
2009-09-30,3880.0,4290.0,3470.5,4108.35,5.885309278350525
2009-10-31,4140.0,4389.0,3980.0,4196.0,1.3526570048309179
2009-11-30,4100.0,4374.95,4001.0,4329.8,5.604878048780492
2009-12-31,4320.0,4515.0,4221.0,4444.55,2.883101851851856
2010-01-31,4585.0,5700.0,4450.1,4812.0,4.95092693565976
2010-02-28,4850.0,5300.0,4601.0,4958.25,2.231958762886598
2010-03-31,4990.0,5784.45,4821.1,5231.3,4.835671342685375
2010-04-30,5275.0,6050.0,5228.0,5527.95,4.795260663507105
2010-05-31,5473.0,5649.0,5252.0,5362.35,-2.0217431025031907
2010-06-30,5429.0,5880.0,5275.0,5840.7,7.583348682998708
2010-07-31,5819.8,6000.0,5610.0,5708.5,-1.9124368535001233
2010-08-31,5665.0,6048.0,5376.0,5568.2,-1.7087378640776731
2010-09-30,5600.0,6265.0,5565.0,6079.45,8.56160714285714
2010-10-31,6019.0,6999.0,5931.0,6177.6,2.634989200863937
2010-11-30,6177.6,6300.0,5700.0,5800.4,-6.105931105931117
2010-12-31,5803.0,6880.0,5721.6,6005.8,3.49474409788041
2011-01-31,6100.0,7100.0,5855.15,5885.35,-3.5188524590163874
2011-02-28,5900.0,6080.0,5600.0,5823.7,-1.2932203389830539
2011-03-31,5770.55,6449.9,5715.0,6313.1,9.402050064551908
2011-04-30,6201.0,7445.3,6201.0,6560.0,5.789388808256732
2011-05-31,6547.0,6950.0,6515.0,6805.8,3.9529555521612982
2011-06-30,6825.0,7123.0,6798.0,6947.05,1.788278388278391
2011-07-31,6997.8,9025.0,6946.0,8279.3,18.31289833947811
2011-08-31,8500.0,8600.0,7576.0,7939.3,-6.5964705882352925
2011-09-30,7900.55,8901.0,800.1,841.8,-89.34504559809127
2011-10-31,839.95,936.7,731.75,882.9,5.1133996071194625
2011-11-30,885.0,976.9,848.0,888.05,0.3446327683615768
2011-12-31,950.0,950.0,827.25,885.9,-6.7473684210526335
2012-01-31,890.95,960.0,851.0,903.8,1.4422807115999672
2012-02-29,902.0,1002.0,896.35,931.2,3.23725055432373
2012-03-31,930.0,1004.0,915.0,983.2,5.720430107526886
2012-04-30,999.0,1150.3,980.0,1040.75,4.1791791791791795
2012-05-31,1041.0,1099.0,996.0,1063.15,2.127761767531229
2012-06-30,1073.9,1109.95,957.0,1073.4,-0.04655926995064717
2012-07-31,1099.0,1111.05,883.05,899.7,-18.134667879890806
2012-08-31,904.95,953.0,854.1,920.0,1.6630753080280627
2012-09-30,936.5,968.0,910.0,960.55,2.5680726107848324
2012-10-31,956.55,980.0,920.25,950.1,-0.6742982593696024
2012-11-30,941.35,971.95,910.1,960.4,2.023689382270139
2012-12-31,960.5,1150.0,960.0,1083.05,12.758979698073915
2013-01-31,1071.15,1098.0,981.25,1005.9,-6.091583811791075
2013-02-28,1006.05,1011.9,933.15,966.2,-3.961035733810438
2013-03-31,950.0,980.0,877.8,884.35,-6.910526315789472
2013-04-30,895.0,962.7,884.0,893.5,-0.16759776536312848
2013-05-31,892.05,1010.0,891.1,941.6,5.554621377725472
2013-06-30,1129.9,1169.9,1095.0,1109.9,-1.7700681476236835
