Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-02-18,XELPMOC,EQ,92.6,101.7,101.7,83.35,83.35,83.35,89.89,71741,644864245000.0,1049,42717,0.5954
2019-02-19,XELPMOC,EQ,83.35,75.45,87.0,75.05,75.05,75.95,78.37,160416,1257110905000.0,1622,57350,0.3575
2019-02-20,XELPMOC,EQ,75.95,70.0,73.0,68.4,68.4,68.55,69.83,65357,456385230000.0,730,38918,0.5955
2019-02-21,XELPMOC,EQ,68.55,68.0,71.0,66.25,70.0,68.7,69.35,26126,181193955000.0,548,16994,0.6505
2019-02-22,XELPMOC,EQ,68.7,69.8,69.8,66.1,66.5,66.6,67.63,18837,127401005000.0,551,14131,0.7502
2019-02-25,XELPMOC,EQ,66.6,66.6,69.9,63.65,69.9,69.9,66.36,33878,224818954999.99997,281,30100,0.8885
2019-02-26,XELPMOC,EQ,69.9,69.95,73.35,69.9,73.35,73.35,72.37,20095,145437485000.0,243,16014,0.7968999999999999
2019-02-27,XELPMOC,EQ,73.35,77.0,77.0,73.35,75.6,75.4,76.1,29606,225295360000.0,329,14519,0.4904
2019-02-28,XELPMOC,EQ,75.4,76.9,77.95,73.0,73.9,73.75,74.97,14701,110219120000.0,331,10052,0.6838
2019-03-01,XELPMOC,EQ,73.75,76.35,76.5,71.15,75.0,73.35,73.77,17386,128258650000.0,345,9908,0.5699000000000001
2019-03-05,XELPMOC,EQ,73.35,70.7,76.0,70.7,74.4,73.7,74.15,13132,97372020000.0,244,8036,0.6119
2019-03-06,XELPMOC,EQ,73.7,75.85,75.85,72.0,73.1,72.8,72.95,12480,91035545000.0,313,7689,0.6161
2019-03-07,XELPMOC,EQ,72.8,73.7,74.0,69.5,70.35,69.95,71.05,8745,62130785000.0,172,5994,0.6854000000000001
2019-03-08,XELPMOC,EQ,69.95,70.0,71.0,67.35,68.8,68.45,67.52,459873,3104979610000.0,202,9159,0.0199
2019-03-11,XELPMOC,EQ,68.45,71.8,71.85,67.5,71.85,71.85,67.83,329268,2233439855000.0,372,319892,0.9715
2019-03-12,XELPMOC,EQ,71.85,71.55,74.85,71.1,72.5,71.5,72.35,10327,74716755000.0,165,6821,0.6605
2019-03-13,XELPMOC,EQ,71.5,70.3,71.4,69.2,70.15,70.25,70.5,7242,51058590000.0,124,5255,0.7256
2019-03-14,XELPMOC,EQ,70.25,69.0,72.0,67.2,70.0,70.0,69.85,6301,44010295000.0,104,5139,0.8156
2019-03-15,XELPMOC,EQ,70.0,69.95,70.8,69.25,70.1,70.1,70.0,10977,76838880000.0,103,10249,0.9337000000000001
2019-03-18,XELPMOC,EQ,70.1,70.0,71.95,69.2,69.95,71.2,70.18,3320,23298450000.0,94,2426,0.7306999999999999
2019-03-19,XELPMOC,EQ,71.2,71.2,71.2,69.2,70.0,69.6,69.89,2601,18177745000.0,70,1696,0.6520999999999999
2019-03-20,XELPMOC,EQ,69.6,70.85,70.85,68.5,69.1,69.5,69.55,2225,15475179999.999998,57,1569,0.7051999999999999
2019-03-22,XELPMOC,EQ,69.5,71.0,71.0,68.15,69.0,69.05,69.44,7600,52777980000.00001,106,5452,0.7173999999999999
2019-03-25,XELPMOC,EQ,69.05,69.1,70.45,66.2,67.15,67.3,68.59,2180,14953370000.000002,84,1945,0.8922
2019-03-26,XELPMOC,EQ,67.3,69.0,69.0,65.55,66.5,66.65,66.5,8382,55742444999.99999,389,7399,0.8826999999999999
2019-03-27,XELPMOC,EQ,66.65,68.0,68.0,65.55,66.8,67.15,66.78,5256,35099350000.0,82,4486,0.8534999999999999
2019-03-28,XELPMOC,EQ,67.15,67.95,67.95,66.85,67.8,67.0,67.2,1751,11766685000.0,46,1463,0.8355
2019-03-29,XELPMOC,EQ,67.0,66.0,67.7,65.1,67.5,66.55,66.14,4915,32507875000.0,372,3406,0.693
2019-04-01,XELPMOC,EQ,66.55,66.05,69.85,66.05,68.8,69.6,68.75,7919,54446830000.00001,110,6131,0.7742
2019-04-02,XELPMOC,EQ,69.6,68.05,73.0,68.0,70.75,69.95,70.03,10190,71357385000.0,161,7034,0.6903
2019-04-03,XELPMOC,EQ,69.95,70.0,70.0,68.0,68.8,68.35,68.44,1776,12155315000.0,46,1641,0.924
2019-04-04,XELPMOC,EQ,68.35,67.0,70.95,67.0,68.05,68.05,68.47,1006,6887839999.999999,33,822,0.8170999999999999
2019-04-05,XELPMOC,EQ,68.05,67.3,72.95,67.3,69.0,70.0,69.75,3353,23386130000.0,62,2755,0.8217
