Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2007-12-10,HIKAL,EQ,413.55,405.0,419.0,403.0,417.0,417.0,412.17,1055,43483980000.0,,826,0.7829
2007-12-11,HIKAL,EQ,417.0,425.0,496.4,420.0,460.0,460.1,457.93,60803,2784327080000.0,,45027,0.7404999999999999
2007-12-12,HIKAL,EQ,460.1,474.75,492.45,451.05,485.0,487.4,479.14,17959,860488740000.0,,13441,0.7484000000000001
2007-12-13,HIKAL,EQ,487.4,493.0,494.0,466.0,470.0,469.95,476.34,2883,137329320000.0,,2326,0.8068000000000001
2007-12-14,HIKAL,EQ,469.95,470.0,470.05,456.5,465.1,465.4,467.33,2605,121740745000.0,,1805,0.6929000000000001
2007-12-17,HIKAL,EQ,465.4,452.0,469.0,441.0,441.0,443.95,460.8,3792,174736990000.0,,3239,0.8542000000000001
2007-12-18,HIKAL,EQ,443.95,461.9,461.9,435.0,443.0,441.8,438.89,1844,80931955000.0,,1379,0.7478
2007-12-19,HIKAL,EQ,441.8,460.0,473.0,443.1,449.0,448.65,459.38,8699,399611125000.0,,3276,0.3766
2007-12-20,HIKAL,EQ,448.65,460.0,475.0,452.5,453.0,457.9,461.19,5097,235068504999.99997,,2786,0.5466
2007-12-24,HIKAL,EQ,457.9,456.0,492.0,456.0,489.0,487.95,478.2,9293,444387490000.00006,,6436,0.6926000000000001
2007-12-26,HIKAL,EQ,487.95,489.0,496.0,473.15,480.0,478.35,480.23,9410,451894959999.99994,,8463,0.8994
2007-12-27,HIKAL,EQ,478.35,479.0,480.0,465.0,465.0,469.45,473.24,3469,164165865000.0,,2934,0.8458
2007-12-28,HIKAL,EQ,469.45,474.5,474.5,465.0,465.0,466.7,467.73,3144,147053325000.0,,2776,0.883
2007-12-31,HIKAL,EQ,466.7,471.05,495.0,465.25,470.0,469.25,474.98,6391,303561995000.0,,5611,0.878
2008-01-01,HIKAL,EQ,469.25,487.0,487.95,461.0,461.0,462.9,473.06,31469,1488664795000.0,,29450,0.9358
2008-01-02,HIKAL,EQ,462.9,470.0,475.0,467.8,475.0,473.9,473.96,5953,282147710000.0,,4948,0.8312
2008-01-03,HIKAL,EQ,473.9,474.0,475.0,468.0,475.0,468.8,469.76,13874,651739915000.0,,13091,0.9436
2008-01-04,HIKAL,EQ,468.8,498.0,498.0,455.4,470.0,463.6,468.05,39342,1841390245000.0,,34113,0.8671
2008-01-07,HIKAL,EQ,463.6,477.0,511.0,467.0,485.0,491.8,494.1,92373,4564182855000.0,,63239,0.6846
2008-01-08,HIKAL,EQ,491.8,509.0,517.0,461.0,475.9,472.15,498.46,33706,1680118714999.9998,,19399,0.5755
