Date,P/E,P/B,Div Yield
2016-04-01,27.45,2.25,1.26
2016-04-01,27.76,2.21,1.2
2016-04-04,27.56,2.26,1.25
2016-04-05,27.13,2.22,1.27
2016-04-06,27.26,2.23,1.27
2016-04-07,27.09,2.22,1.27
2016-04-08,27.25,2.23,1.27
2016-04-11,27.49,2.25,1.26
2016-04-12,27.76,2.27,1.25
2016-04-13,28.1,2.3,1.23
2016-04-18,28.44,2.33,1.22
2016-04-20,28.6,2.34,1.21
2016-04-21,28.36,2.32,1.22
2016-04-22,28.33,2.32,1.22
2016-04-25,28.25,2.32,1.23
2016-04-26,28.49,2.34,1.22
2016-04-27,28.48,2.34,1.22
2016-04-28,28.13,2.31,1.23
2016-04-29,27.88,2.31,1.23
2016-05-02,27.89,2.32,1.22
2016-05-03,27.76,2.31,1.23
2016-05-04,28.46,2.29,1.24
2016-05-05,27.9,2.28,1.25
2016-05-06,27.94,2.28,1.24
2016-05-09,28.14,2.31,1.23
2016-05-10,28.11,2.31,1.23
2016-05-11,28.51,2.31,1.23
2016-05-12,28.73,2.32,1.22
2016-05-13,28.71,2.32,1.22
2016-05-16,29.41,2.32,1.22
2016-05-17,29.59,2.33,1.22
2016-05-18,30.2,2.34,1.21
2016-05-19,29.53,2.3,1.23
2016-05-20,29.31,2.29,1.24
2016-05-23,29.36,2.29,1.24
2016-05-24,30.61,2.28,1.24
2016-05-25,30.69,2.3,1.23
2016-05-26,32.45,2.33,1.22
2016-05-27,32.15,2.37,1.2
2016-05-30,33.46,2.39,1.19
2016-05-31,33.37,2.38,1.19
2016-06-01,34.29,2.38,1.2
2016-06-02,34.48,2.39,1.19
2016-06-03,34.23,2.38,1.2
2016-06-06,34.25,2.39,1.19
2016-06-07,34.52,2.41,1.19
2016-06-08,34.74,2.42,1.18
2016-06-09,34.67,2.42,1.18
2016-06-10,34.58,2.4,1.12
2016-06-13,34.35,2.39,1.12
2016-06-14,34.57,2.4,1.12
2016-06-15,34.77,2.42,1.11
2016-06-16,34.58,2.4,1.12
2016-06-17,34.68,2.41,1.12
2016-06-20,34.83,2.42,1.11
2016-06-21,34.93,2.43,1.11
2016-06-22,34.79,2.42,1.11
2016-06-23,34.81,2.42,1.11
2016-06-24,34.38,2.39,1.1
2016-06-27,34.71,2.41,1.09
2016-06-28,34.95,2.43,1.09
2016-06-29,35.34,2.46,1.07
2016-06-30,35.71,2.48,1.06
2016-07-01,36.01,2.5,1.05
2016-07-04,36.32,2.52,1.04
2016-07-05,36.29,2.52,1.05
2016-07-07,36.23,2.52,1.05
2016-07-08,36.14,2.51,1.05
2016-07-11,36.54,2.54,1.04
2016-07-12,36.63,2.55,1.04
2016-07-13,36.36,2.53,1.04
2016-07-14,36.55,2.54,1.04
2016-07-15,36.28,2.52,1.05
2016-07-18,36.08,2.51,1.05
2016-07-19,36.13,2.51,1.05
2016-07-20,36.55,2.54,1.04
2016-07-21,36.42,2.53,1.04
2016-07-22,36.79,2.56,1.03
2016-07-25,37.16,2.54,1.01
2016-07-26,36.91,2.58,0.95
2016-07-27,37.14,2.57,0.96
2016-07-28,37.07,2.59,0.96
2016-07-29,37.31,2.58,0.88
2016-08-01,37.47,2.59,0.88
2016-08-02,37.25,2.57,0.89
2016-08-03,36.79,2.54,0.9
2016-08-04,37.01,2.56,0.89
2016-08-05,37.59,2.6,0.88
2016-08-08,37.78,2.61,0.87
2016-08-09,37.66,2.6,0.88
2016-08-10,37.26,2.57,0.88
2016-08-11,37.29,2.56,0.88
2016-08-12,37.41,2.58,0.88
2016-08-16,37.58,2.59,0.87
2016-08-17,37.77,2.6,0.87
2016-08-18,38.11,2.63,0.86
2016-08-19,38.37,2.64,0.86
2016-08-22,38.13,2.63,0.86
2016-08-23,40.32,2.62,0.86
2016-08-24,40.5,2.64,0.86
2016-08-25,40.42,2.63,0.86
2016-08-26,41.75,2.61,0.86
2016-08-29,41.94,2.62,0.85
2016-08-30,43.09,2.65,0.84
2016-08-31,43.18,2.65,0.84
2016-09-01,42.98,2.64,0.84
2016-09-02,43.2,2.65,0.84
2016-09-06,43.77,2.69,0.83
2016-09-07,43.93,2.69,0.82
2016-09-08,44.23,2.7,0.82
2016-09-09,43.96,2.69,0.82
2016-09-12,43.42,2.62,0.85
2016-09-14,43.94,2.65,0.84
2016-09-15,43.98,2.65,0.83
2016-09-16,43.97,2.64,0.84
2016-09-19,44.18,2.66,0.84
2016-09-20,43.93,2.64,0.84
2016-09-21,43.91,2.65,0.84
2016-09-22,44.88,2.68,0.83
2016-09-23,44.99,2.68,0.83
2016-09-26,44.65,2.67,0.84
2016-09-27,44.96,2.66,0.84
2016-09-28,45.11,2.68,0.83
2016-09-29,44.0,2.59,0.86
2016-09-30,37.34,2.55,0.91
2016-10-03,38.11,2.61,0.89
2016-10-04,38.24,2.63,0.88
2016-10-05,38.27,2.65,0.88
2016-10-06,38.05,2.63,0.88
2016-10-07,37.99,2.63,0.88
2016-10-10,38.07,2.63,0.88
2016-10-13,37.55,2.6,0.89
2016-10-14,37.84,2.62,0.89
2016-10-17,37.34,2.59,0.89
2016-10-18,37.99,2.62,0.88
2016-10-19,38.06,2.63,0.88
2016-10-20,38.13,2.63,0.88
2016-10-21,38.14,2.64,0.87
2016-10-24,38.23,2.64,0.87
2016-10-25,38.53,2.64,0.87
2016-10-26,38.32,2.62,0.88
2016-10-27,38.05,2.6,0.89
2016-10-28,38.44,2.63,0.89
2016-10-30,38.7,2.65,0.88
2016-11-01,38.72,2.64,0.89
2016-11-02,37.57,2.61,0.9
2016-11-03,37.14,2.58,0.91
2016-11-04,36.56,2.53,0.93
2016-11-07,36.8,2.55,0.92
2016-11-08,34.79,2.56,0.92
2016-11-09,34.13,2.5,0.94
2016-11-10,34.55,2.55,0.92
2016-11-11,33.15,2.46,0.96
2016-11-15,31.66,2.36,0.98
2016-11-16,31.71,2.37,0.97
2016-11-17,31.64,2.36,0.98
2016-11-18,31.74,2.36,0.98
2016-11-21,30.97,2.3,1.0
2016-11-22,31.51,2.34,0.99
2016-11-23,31.68,2.36,0.98
2016-11-24,31.48,2.34,0.98
2016-11-25,31.6,2.4,0.97
2016-11-28,31.77,2.42,0.96
2016-11-29,32.02,2.44,0.96
2016-11-30,32.45,2.47,0.94
2016-12-01,32.02,2.44,0.95
2016-12-02,31.39,2.41,0.97
2016-12-05,31.54,2.42,0.96
2016-12-06,31.75,2.43,0.96
2016-12-07,31.55,2.42,0.96
2016-12-08,32.07,2.45,0.95
2016-12-09,32.21,2.46,0.95
2016-12-12,32.25,2.44,0.96
2016-12-13,32.14,2.43,0.96
2016-12-14,31.94,2.41,0.97
2016-12-15,31.98,2.42,0.96
2016-12-16,31.96,2.41,0.97
2016-12-19,31.95,2.4,0.97
2016-12-20,31.58,2.37,0.98
2016-12-21,31.66,2.37,0.98
2016-12-22,31.28,2.34,0.99
2016-12-23,31.18,2.34,0.99
2016-12-26,30.55,2.29,1.02
2016-12-27,31.01,2.32,1.0
2016-12-28,31.26,2.34,0.99
2016-12-29,31.72,2.37,0.98
2016-12-30,31.81,2.38,0.98
2017-01-02,32.14,2.41,0.97
2017-01-03,32.34,2.42,0.96
2017-01-04,32.36,2.43,0.96
2017-01-05,32.68,2.45,0.95
2017-01-06,32.59,2.44,0.95
2017-01-09,32.7,2.45,0.95
2017-01-10,32.9,2.46,0.95
2017-01-11,33.25,2.49,0.93
2017-01-12,33.27,2.49,0.93
2017-01-13,33.21,2.49,0.93
2017-01-16,33.31,2.5,0.93
2017-01-17,33.36,2.51,0.93
2017-01-18,33.57,2.52,0.92
2017-01-19,33.73,2.53,0.92
2017-01-20,33.2,2.5,0.93
2017-01-23,32.98,2.49,0.93
2017-01-24,32.69,2.52,0.92
2017-01-25,32.77,2.55,0.91
2017-01-27,33.49,2.57,0.9
2017-01-30,33.35,2.56,0.9
2017-01-31,33.08,2.53,0.91
2017-02-01,33.67,2.58,0.9
2017-02-02,33.88,2.6,0.89
2017-02-03,34.19,2.63,0.88
2017-02-06,34.49,2.65,0.87
2017-02-07,34.36,2.64,0.87
2017-02-08,34.41,2.65,0.87
2017-02-09,34.44,2.66,0.87
2017-02-10,34.52,2.66,0.88
2017-02-13,33.2,2.64,0.88
2017-02-14,33.15,2.64,0.88
2017-02-15,32.44,2.61,0.89
2017-02-16,32.95,2.64,0.88
2017-02-17,33.02,2.65,0.88
2017-02-20,33.64,2.67,0.87
2017-02-21,33.85,2.69,0.87
2017-02-22,33.64,2.67,0.87
2017-02-23,33.63,2.69,0.87
2017-02-27,33.53,2.7,0.87
2017-02-28,33.47,2.71,0.86
2017-03-01,33.56,2.72,0.86
2017-03-02,33.21,2.68,0.87
2017-03-03,33.35,2.69,0.87
2017-03-06,33.45,2.7,0.87
2017-03-07,33.45,2.7,0.87
2017-03-08,33.28,2.69,0.87
2017-03-09,33.25,2.69,0.87
2017-03-10,33.23,2.69,0.87
2017-03-14,33.74,2.72,0.86
2017-03-15,34.02,2.75,0.85
2017-03-16,34.47,2.78,0.84
2017-03-17,34.55,2.79,0.84
2017-03-20,34.66,2.8,0.84
2017-03-21,34.66,2.8,0.84
2017-03-22,34.27,2.77,0.85
2017-03-23,34.54,2.79,0.84
2017-03-24,34.66,2.8,0.84
2017-03-27,34.68,2.8,0.84
2017-03-28,34.83,2.81,0.83
2017-03-29,34.99,2.82,0.83
2017-03-30,35.19,2.84,0.82
2017-03-31,40.13,3.0,0.78
2017-04-03,40.47,3.03,0.77
2017-04-05,40.77,3.05,0.77
2017-04-06,40.69,3.04,0.77
2017-04-07,40.51,3.03,0.77
2017-04-10,40.69,3.04,0.77
2017-04-11,41.05,3.07,0.76
2017-04-12,40.78,3.05,0.77
2017-04-13,40.67,3.04,0.77
2017-04-17,40.78,3.05,0.77
2017-04-18,40.67,3.04,0.77
2017-04-19,40.92,3.06,0.77
2017-04-20,41.29,3.09,0.76
2017-04-21,41.23,3.08,0.76
2017-04-24,41.51,3.1,0.75
2017-04-25,41.82,3.13,0.75
2017-04-26,41.7,3.12,0.75
2017-04-27,41.75,3.12,0.75
2017-04-28,42.05,3.14,0.74
2017-05-02,42.2,3.15,0.74
2017-05-03,42.08,3.15,0.74
2017-05-04,42.27,3.16,0.74
2017-05-05,42.0,3.14,0.74
2017-05-08,42.15,3.15,0.74
2017-05-09,42.26,3.15,0.74
2017-05-10,42.49,3.17,0.74
2017-05-11,43.24,3.17,0.74
2017-05-12,42.88,3.15,0.74
2017-05-15,43.7,3.18,0.74
2017-05-16,44.06,3.19,0.73
2017-05-17,41.23,3.18,0.74
2017-05-18,40.24,3.11,0.75
2017-05-19,39.95,3.09,0.76
2017-05-22,39.54,3.06,0.77
2017-05-23,38.79,3.01,0.78
2017-05-24,38.36,2.97,0.79
2017-05-25,37.82,3.02,0.77
2017-05-26,39.58,3.07,0.75
2017-05-29,37.3,3.02,0.76
2017-05-30,40.0,3.04,0.76
2017-05-31,40.43,3.07,0.75
2017-06-01,40.89,3.1,0.74
2017-06-02,41.16,3.12,0.74
2017-06-05,41.39,3.14,0.73
2017-06-06,41.27,3.13,0.73
2017-06-07,41.59,3.15,0.73
2017-06-08,41.67,3.16,0.73
2017-06-09,41.69,3.17,0.72
2017-06-12,40.87,3.15,0.73
2017-06-13,41.39,3.15,0.73
2017-06-14,41.64,3.17,0.72
