Date,P/E,P/B,Div Yield
1996-01-01,11.23,2.06,1.47
1996-01-02,11.43,2.05,1.46
1996-01-03,11.37,2.04,1.47
1996-01-04,11.3,2.02,1.47
1996-01-05,11.23,2.01,1.48
1996-01-08,11.07,1.99,1.49
1996-01-09,11.01,1.97,1.51
1996-01-10,10.98,1.97,1.51
1996-01-11,11.03,1.97,1.51
1996-01-12,11.05,1.98,1.49
1996-01-15,11.06,1.98,1.5
1996-01-16,11.03,1.98,1.5
1996-01-17,10.9,1.95,1.51
1996-01-18,10.81,1.94,1.53
1996-01-19,10.75,1.93,1.54
1996-01-22,10.74,1.92,1.54
1996-01-23,10.64,1.91,1.55
1996-01-24,10.47,1.87,1.57
1996-01-25,10.45,1.87,1.57
1996-01-29,10.54,1.88,1.57
1996-01-30,10.67,1.9,1.55
1996-01-31,10.7,1.92,1.55
1996-02-01,10.98,1.96,1.54
1996-02-02,11.52,2.05,1.49
1996-02-05,11.8,2.11,1.46
1996-02-06,11.61,2.07,1.46
1996-02-07,11.64,2.08,1.47
1996-02-08,12.07,2.16,1.45
1996-02-09,12.56,2.24,1.4
1996-02-12,12.76,2.27,1.37
1996-02-13,12.92,2.3,1.36
1996-02-14,13.2,2.35,1.32
1996-02-15,13.13,2.34,1.31
1996-02-16,12.93,2.31,1.32
1996-02-19,12.97,2.32,1.31
1996-02-20,12.84,2.29,1.32
1996-02-22,12.99,2.32,1.31
1996-02-23,12.97,2.32,1.32
1996-02-26,13.13,2.34,1.3
1996-02-27,13.08,2.33,1.32
1996-02-28,12.86,2.3,1.32
1996-02-29,12.61,2.24,1.35
1996-03-01,12.63,2.25,1.37
1996-03-04,12.69,2.26,1.36
1996-03-06,12.74,2.26,1.36
1996-03-07,12.68,2.25,1.36
1996-03-08,12.6,2.23,1.37
1996-03-11,12.41,2.2,1.38
1996-03-12,12.36,2.19,1.38
1996-03-13,12.53,2.22,1.37
1996-03-14,12.56,2.22,1.36
1996-03-15,12.47,2.2,1.36
1996-03-18,12.33,2.18,1.37
1996-03-19,12.22,2.16,1.38
1996-03-21,12.29,2.18,1.38
1996-03-22,12.22,2.16,1.38
1996-03-25,12.22,2.16,1.38
1996-03-26,12.22,2.16,1.39
1996-03-27,12.39,2.19,1.37
1996-03-29,12.64,2.24,1.35
1996-04-02,12.24,1.85,1.29
1996-04-03,12.3,1.87,1.28
1996-04-04,12.27,1.86,1.28
1996-04-05,12.39,1.88,1.29
1996-04-08,12.53,1.9,1.27
1996-04-09,12.51,1.9,1.26
1996-04-10,12.44,1.89,1.26
1996-04-11,12.4,1.88,1.27
1996-04-12,12.47,1.9,1.26
1996-04-15,12.66,1.92,1.26
1996-04-16,12.77,1.94,1.25
1996-04-17,13.11,1.99,1.23
1996-04-18,13.34,2.03,1.21
1996-04-22,13.3,2.02,1.21
1996-04-23,13.3,2.03,1.21
1996-04-24,13.78,2.1,1.2
1996-04-25,13.75,2.09,1.19
1996-04-26,13.54,2.06,1.21
1996-04-30,13.63,2.08,1.2
1996-05-02,13.67,2.08,1.19
1996-05-03,13.54,2.06,1.19
1996-05-06,13.34,2.03,1.21
1996-05-08,13.51,2.06,1.21
1996-05-09,13.32,2.03,1.22
1996-05-10,13.23,2.02,1.23
1996-05-13,13.35,2.04,1.23
1996-05-14,13.26,2.06,1.22
1996-05-15,13.25,2.05,1.21
1996-05-16,13.37,2.07,1.21
1996-05-17,13.23,2.05,1.22
1996-05-20,12.98,2.01,1.23
1996-05-21,12.86,2.0,1.24
1996-05-22,12.87,2.0,1.25
1996-05-23,12.83,2.0,1.25
1996-05-24,12.88,2.0,1.25
