Date,P/E,P/B,Div Yield
2003-01-01,14.04,2.14,2.73
2003-01-02,14.15,2.16,2.71
2003-01-03,14.1,2.15,2.72
2003-01-06,14.04,2.14,2.73
2003-01-07,14.01,2.14,2.74
2003-01-08,14.11,2.15,2.72
2003-01-09,14.22,2.17,2.7
2003-01-10,14.02,2.14,2.74
2003-01-13,13.94,2.13,2.75
2003-01-14,14.01,2.14,2.74
2003-01-15,14.09,2.15,2.72
2003-01-16,14.13,2.15,2.71
2003-01-17,14.11,2.15,2.72
2003-01-20,13.99,2.13,2.74
2003-01-21,14.02,2.14,2.73
2003-01-22,14.07,2.14,2.73
2003-01-23,13.92,2.12,2.75
2003-01-24,13.72,2.09,2.8
2003-01-27,13.46,2.05,2.85
2003-01-28,13.58,2.07,2.82
2003-01-29,13.48,2.05,2.84
2003-01-30,13.45,2.05,2.85
2003-01-31,13.53,2.06,2.83
2003-02-03,13.7,2.09,2.8
2003-02-04,13.69,2.09,2.8
2003-02-05,13.6,2.07,2.82
2003-02-06,13.8,2.1,2.78
2003-02-07,13.73,2.09,2.79
2003-02-10,13.6,2.07,2.82
2003-02-11,13.59,2.07,2.82
2003-02-12,13.54,2.06,2.83
2003-02-14,13.42,2.05,2.86
2003-02-17,13.72,2.09,2.8
2003-02-18,13.74,2.09,2.79
2003-02-19,13.82,2.11,2.78
2003-02-20,13.83,2.11,2.77
2003-02-21,13.83,2.11,2.77
2003-02-24,13.89,2.12,2.76
2003-02-25,13.7,2.09,2.8
2003-02-26,13.61,2.08,2.82
2003-02-27,13.67,2.08,2.81
2003-02-28,13.79,2.1,2.78
2003-03-03,13.74,2.09,2.79
2003-03-04,13.58,2.07,2.82
2003-03-05,13.51,2.06,2.84
2003-03-06,13.39,2.04,2.86
2003-03-07,13.2,2.01,2.9
2003-03-10,13.05,1.99,2.94
2003-03-11,13.16,2.01,2.91
2003-03-12,13.0,1.98,2.95
2003-03-13,12.97,1.98,2.96
2003-03-17,12.88,1.96,2.98
2003-03-19,14.19,2.0,2.9
2003-03-20,14.48,2.04,2.84
2003-03-21,14.56,2.05,2.83
2003-03-22,14.66,2.06,2.81
2003-03-24,14.33,2.02,2.87
2003-03-25,14.3,2.01,2.88
2003-03-26,14.33,2.02,2.87
2003-03-27,14.18,2.0,2.9
2003-03-28,14.15,1.99,2.91
2003-03-31,10.81,1.77,3.03
