Date,P/E,P/B,Div Yield
2004-01-01,13.98,1.15,3.51
2004-01-02,14.37,1.18,3.41
2004-01-05,14.32,1.17,3.43
2004-01-06,14.08,1.15,3.49
2004-01-07,13.73,1.13,3.57
2004-01-08,14.08,1.15,3.49
2004-01-09,14.26,1.17,3.44
2004-01-12,14.13,1.16,3.47
2004-01-13,14.22,1.16,3.45
2004-01-14,14.41,1.18,3.41
2004-01-15,14.26,1.17,3.44
2004-01-16,13.89,1.14,3.53
2004-01-19,13.97,1.14,3.51
2004-01-20,13.76,1.13,3.57
2004-01-21,12.73,1.04,3.86
2004-01-22,12.34,1.01,3.98
2004-01-23,12.93,1.06,3.8
2004-01-27,13.35,1.09,3.68
2004-01-28,13.06,1.07,3.76
2004-01-29,12.99,1.06,3.78
2004-01-30,12.59,1.03,3.9
2004-02-03,12.07,0.99,4.07
2004-02-04,12.47,1.02,3.94
2004-02-05,12.58,1.03,3.9
2004-02-06,12.72,1.04,3.86
2004-02-09,13.05,1.07,3.76
2004-02-10,13.07,1.07,3.75
2004-02-11,13.22,1.08,3.71
2004-02-12,13.44,1.1,3.65
2004-02-13,13.54,1.11,3.63
2004-02-16,13.66,1.12,3.59
2004-02-17,13.65,1.12,3.6
2004-02-18,13.64,1.12,3.6
2004-02-19,13.32,1.09,3.69
2004-02-20,13.27,1.09,3.7
2004-02-23,12.98,1.06,3.78
2004-02-24,12.98,1.06,3.78
2004-02-25,12.86,1.05,3.82
2004-02-26,12.76,1.05,3.85
2004-02-27,12.89,1.06,3.81
2004-03-01,13.12,1.07,3.74
2004-03-03,13.1,1.07,3.75
2004-03-04,13.01,1.07,3.77
2004-03-05,13.07,1.07,3.76
2004-03-08,13.32,1.09,3.69
2004-03-09,13.22,1.08,3.71
2004-03-10,13.06,1.07,3.76
2004-03-11,12.85,1.05,3.82
2004-03-12,12.88,1.06,3.81
2004-03-15,12.51,1.02,3.92
2004-03-16,12.28,1.01,4.0
2004-03-17,12.39,1.01,3.96
2004-03-18,12.19,1.0,4.03
2004-03-19,12.3,1.01,3.99
2004-03-22,11.92,0.98,4.12
2004-03-23,11.82,0.97,4.15
2004-03-24,11.89,0.97,4.13
2004-03-25,12.02,0.98,4.08
2004-03-26,12.44,1.02,3.95
2004-03-29,12.7,1.04,3.87
2004-03-30,12.81,1.05,3.83
2004-03-31,9.92,1.06,3.8
2004-04-01,10.19,1.09,3.7
2004-04-02,10.27,1.09,3.67
2004-04-05,10.44,1.11,3.62
2004-04-06,10.35,1.1,3.64
2004-04-07,10.37,1.11,3.64
2004-04-08,10.51,1.12,3.59
2004-04-12,10.57,1.13,3.57
2004-04-13,10.76,1.15,3.51
2004-04-15,10.95,1.17,3.44
2004-04-16,11.01,1.17,3.43
2004-04-17,11.14,1.19,3.39
2004-04-19,11.01,1.17,3.43
2004-04-20,10.98,1.17,3.44
2004-04-21,11.18,1.19,3.37
2004-04-22,11.43,1.22,3.3
2004-04-23,11.48,1.22,3.29
2004-04-27,10.92,1.16,3.46
2004-04-28,10.93,1.16,3.45
2004-04-29,11.03,1.18,3.42
2004-04-30,11.05,1.18,3.42
2004-05-03,10.79,1.15,3.5
2004-05-04,11.16,1.19,3.38
2004-05-05,11.25,1.2,3.35
2004-05-06,11.51,1.23,3.28
2004-05-07,11.42,1.22,3.3
2004-05-10,11.23,1.2,3.36
2004-05-11,10.63,1.13,3.55
2004-05-12,10.71,1.14,3.52
2004-05-13,10.73,1.14,3.52
2004-05-14,9.59,1.02,3.94
2004-05-17,8.47,0.9,4.46
2004-05-18,9.19,0.98,4.11
2004-05-19,9.75,1.04,3.87
2004-05-21,9.67,1.03,3.9
2004-05-24,9.88,1.05,3.82
2004-05-25,9.8,1.04,3.85
2004-05-26,9.94,1.06,3.79
2004-05-27,9.84,1.05,3.83
2004-05-28,9.43,1.01,4.0
2004-05-31,8.98,0.96,4.2
2004-06-01,9.22,0.98,4.09
2004-06-02,9.35,1.0,4.04
2004-06-03,9.21,0.98,4.1
2004-06-04,9.2,0.98,4.1
2004-06-07,9.3,0.99,4.06
2004-06-08,9.3,0.99,4.06
2004-06-09,9.41,1.0,4.01
2004-06-10,9.44,1.01,4.0
2004-06-11,9.26,0.99,4.07
2004-06-14,8.95,0.95,4.22
2004-06-15,9.0,0.96,4.19
2004-06-16,9.02,0.96,4.18
2004-06-17,8.98,0.96,4.2
2004-06-18,8.9,0.95,4.24
2004-06-21,8.73,0.93,4.32
2004-06-22,8.66,0.92,4.36
2004-06-23,8.44,0.9,4.47
2004-06-24,8.48,0.9,4.45
2004-06-25,8.61,0.92,4.38
2004-06-28,8.82,0.94,4.28
2004-06-29,8.87,0.95,4.25
2004-06-30,8.82,0.94,4.29
2004-07-01,9.73,1.01,4.11
2004-07-02,9.75,1.01,4.1
2004-07-05,9.63,1.0,4.15
2004-07-06,9.66,1.0,4.14
2004-07-07,9.69,1.0,4.13
2004-07-08,9.52,0.99,4.2
2004-07-09,9.7,1.0,4.12
2004-07-12,9.76,1.01,4.1
2004-07-13,9.7,1.0,4.12
2004-07-14,9.72,1.01,4.12
2004-07-15,9.79,1.01,4.09
2004-07-16,9.95,1.03,4.02
2004-07-19,10.04,1.04,3.98
2004-07-20,10.0,1.04,4.0
2004-07-21,10.02,1.04,3.99
2004-07-22,10.12,1.05,3.95
2004-07-23,10.2,1.06,3.92
2004-07-26,10.25,1.06,3.9
2004-07-27,10.09,1.05,3.96
2004-07-28,10.01,1.04,4.0
2004-07-29,10.09,1.05,3.96
2004-07-30,10.15,1.05,3.94
2004-08-02,10.14,1.05,3.95
2004-08-03,10.16,1.05,3.94
2004-08-04,10.21,1.06,3.92
2004-08-05,10.37,1.07,3.86
2004-08-06,10.32,1.07,3.87
2004-08-09,10.39,1.08,3.85
2004-08-10,10.4,1.08,3.85
2004-08-11,10.19,1.06,3.92
2004-08-12,10.08,1.04,3.97
2004-08-13,10.11,1.05,3.96
2004-08-16,10.08,1.04,3.97
